polygon,polygon_type,label
KOTA BANDAR LAMPUNG_KEL. SAWAH LAMA,DESA,NDEZNET_DESAQ2
KOTA BANDAR LAMPUNG_KEL. KOTA BARU,DESA,NDEZNET_DESAQ2
KOTA BANDAR LAMPUNG_KEL. KARANG MARITIM,DESA,NDEZNET_DESAQ2
KOTA BANDAR LAMPUNG_KEL. PIDADA,DESA,NDEZNET_DESAQ2
KOTA BANDAR LAMPUNG_KEL. PANJANG UTARA,DESA,NDEZNET_DESAQ2
KOTA BANDAR LAMPUNG_KEL. PANJANG SELATAN,DESA,NDEZNET_DESAQ2
KOTA BANDAR LAMPUNG_KEL. SRENGSEM,DESA,NDEZNET_DESAQ2
KOTA BANDAR LAMPUNG_KEL. GARUNTANG,DESA,NDEZNET_DESAQ2
KOTA BANDAR LAMPUNG_KEL. SUKARAJA,DESA,NDEZNET_DESAQ2
KOTA BANDAR LAMPUNG_KEL. BUMI WARAS,DESA,NDEZNET_DESAQ2
KOTA BANDAR LAMPUNG_KEL. KANGKUNG,DESA,NDEZNET_DESAQ2
KOTA BANDAR LAMPUNG_KEL. GUNUNGMAS,DESA,NDEZNET_DESAQ2
KOTA BANDAR LAMPUNG_KEL. TELUKBETUNG,DESA,NDEZNET_DESAQ2
KOTA BANDAR LAMPUNG_KEL. PESAWAHAN,DESA,NDEZNET_DESAQ2
KOTA BANDAR LAMPUNG_KEL. TALANG,DESA,NDEZNET_DESAQ2
KOTA BANDAR LAMPUNG_KEL. GEDONG PAKUON,DESA,NDEZNET_DESAQ2
KOTA BANDAR LAMPUNG_KEL. KOTA KARANG RAYA,DESA,NDEZNET_DESAQ2
KOTA BANDAR LAMPUNG_KEL. WAY TATAAN,DESA,NDEZNET_DESAQ2
KOTA BANDAR LAMPUNG_KEL. PARWATA,DESA,NDEZNET_DESAQ2
KOTA BANDAR LAMPUNG_KEL. KOTA KARANG,DESA,NDEZNET_DESAQ2
KOTA BANDAR LAMPUNG_KEL. NEGERI OLOK GADING,DESA,NDEZNET_DESAQ2
KOTA BANDAR LAMPUNG_KEL. KURIPAN,DESA,NDEZNET_DESAQ2
KOTA BANDAR LAMPUNG_KEL. BAKUNG,DESA,NDEZNET_DESAQ2
LAMPUNG SELATAN_BAKAUHENI,DESA,NDEZNET_DESAQ2
LAMPUNG SELATAN_KELAWI,DESA,NDEZNET_DESAQ2
LAMPUNG SELATAN_KETAPANG,DESA,NDEZNET_DESAQ2
LAMPUNG SELATAN_SUMUR,DESA,NDEZNET_DESAQ2
LAMPUNG SELATAN_KUALA SEKAMPUNG,DESA,NDEZNET_DESAQ2
LAMPUNG SELATAN_SUKAPURA,DESA,NDEZNET_DESAQ2
LAMPUNG SELATAN_PALAS PASEMAH,DESA,NDEZNET_DESAQ2
LAMPUNG SELATAN_SUKAMULYA,DESA,NDEZNET_DESAQ2
LAMPUNG SELATAN_BANGUNAN,DESA,NDEZNET_DESAQ2
LAMPUNG SELATAN_TANJUNG GADING,DESA,NDEZNET_DESAQ2
LAMPUNG SELATAN_BETUNG,DESA,NDEZNET_DESAQ2
LAMPUNG SELATAN_NEGERI PANDAN,DESA,NDEZNET_DESAQ2
LAMPUNG SELATAN_KEL. WAY URANG,DESA,NDEZNET_DESAQ2
LAMPUNG SELATAN_SUKARATU,DESA,NDEZNET_DESAQ2
LAMPUNG SELATAN_BABULANG,DESA,NDEZNET_DESAQ2
LAMPUNG SELATAN_KECAPI,DESA,NDEZNET_DESAQ2
LAMPUNG SELATAN_PEMATANG,DESA,NDEZNET_DESAQ2
LAMPUNG SELATAN_BUAH BERAK,DESA,NDEZNET_DESAQ2
LAMPUNG SELATAN_KEL. KALIANDA,DESA,NDEZNET_DESAQ2
LAMPUNG SELATAN_KEL. BUMI AGUNG,DESA,NDEZNET_DESAQ2
LAMPUNG SELATAN_PAUH TANJUNG IMAN,DESA,NDEZNET_DESAQ2
LAMPUNG SELATAN_KOTA DALAM,DESA,NDEZNET_DESAQ2
LAMPUNG SELATAN_SIDODADI,DESA,NDEZNET_DESAQ2
LAMPUNG SELATAN_SIDOREJO,DESA,NDEZNET_DESAQ2
LAMPUNG SELATAN_TANJUNGAN,DESA,NDEZNET_DESAQ2
LAMPUNG SELATAN_PARDASUKA,DESA,NDEZNET_DESAQ2
LAMPUNG SELATAN_BABATAN,DESA,NDEZNET_DESAQ2
LAMPUNG SELATAN_MANDAH,DESA,NDEZNET_DESAQ2
LAMPUNG SELATAN_HADUYANG,DESA,NDEZNET_DESAQ2
LAMPUNG SELATAN_BRANTI RAYA,DESA,NDEZNET_DESAQ2
LAMPUNG SELATAN_BANDAREJO,DESA,NDEZNET_DESAQ2
LAMPUNG SELATAN_CANDI MAS,DESA,NDEZNET_DESAQ2
LAMPUNG SELATAN_BUMI SARI,DESA,NDEZNET_DESAQ2
LAMPUNG SELATAN_NEGARA RATU,DESA,NDEZNET_DESAQ2
LAMPUNG SELATAN_MERAK BATIN,DESA,NDEZNET_DESAQ2
LAMPUNG SELATAN_NATAR,DESA,NDEZNET_DESAQ2
LAMPUNG SELATAN_PEMANGGILAN,DESA,NDEZNET_DESAQ2
LAMPUNG SELATAN_HAJIMENA,DESA,NDEZNET_DESAQ2
PADANG PARIAMAN_SUNGAI BULUAH,DESA,NDEZNET_DESAQ2
PADANG PARIAMAN_BUAYAN LUBUK ALUNG,DESA,NDEZNET_DESAQ2
PADANG PARIAMAN_SUNGAI BULUAH SELATAN,DESA,NDEZNET_DESAQ2
PADANG PARIAMAN_PASIE LAWEH LUBUK ALUNG,DESA,NDEZNET_DESAQ2
PADANG PARIAMAN_PUNGGUANG KASIAK LUBUK ALUNG,DESA,NDEZNET_DESAQ2
PADANG PARIAMAN_SUNGAI ABANG LUBUK ALUNG,DESA,NDEZNET_DESAQ2
PADANG PARIAMAN_SUNGAI GIMBA ULAKAN,DESA,NDEZNET_DESAQ2
PADANG PARIAMAN_KAMPUANG GELAPUANG ULAKAN,DESA,NDEZNET_DESAQ2
PADANG PARIAMAN_PADANG BINTUNGAN,DESA,NDEZNET_DESAQ2
PADANG PARIAMAN_KURAI TAJI,DESA,NDEZNET_DESAQ2
PADANG PARIAMAN_SUNGAI ASAM,DESA,NDEZNET_DESAQ2
PADANG PARIAMAN_GADUR,DESA,NDEZNET_DESAQ2
PADANG PARIAMAN_PAKANDANGAN,DESA,NDEZNET_DESAQ2
PADANG PARIAMAN_KAYU TANAM,DESA,NDEZNET_DESAQ2
PADANG PARIAMAN_SUNGAI DURIAN,DESA,NDEZNET_DESAQ2
PADANG PARIAMAN_CAMPAGO,DESA,NDEZNET_DESAQ2
PADANG PARIAMAN_CAMPAGO SELATAN,DESA,NDEZNET_DESAQ2
PADANG PARIAMAN_KURANJI HULU,DESA,NDEZNET_DESAQ2
PADANG PARIAMAN_III KOTO AUR MALINTANG UTARA,DESA,NDEZNET_DESAQ2
AGAM_TIKU UTARA,DESA,NDEZNET_DESAQ2
AGAM_BATU KAMBING,DESA,NDEZNET_DESAQ2
AGAM_MANINJAU,DESA,NDEZNET_DESAQ2
AGAM_PANINJAUAN,DESA,NDEZNET_DESAQ2
AGAM_TIGO BALAI,DESA,NDEZNET_DESAQ2
AGAM_SIANOK ANAM SUKU,DESA,NDEZNET_DESAQ2
AGAM_KOTO GADANG,DESA,NDEZNET_DESAQ2
AGAM_GUGUK TABEK SARAJO,DESA,NDEZNET_DESAQ2
AGAM_PAKAN SINAYAN,DESA,NDEZNET_DESAQ2
AGAM_PADANG LUA,DESA,NDEZNET_DESAQ2
AGAM_CINGKARIANG,DESA,NDEZNET_DESAQ2
AGAM_LADANG LAWEH,DESA,NDEZNET_DESAQ2
AGAM_TALUAK AMPEK SUKU,DESA,NDEZNET_DESAQ2
AGAM_KUBANG PUTIAH,DESA,NDEZNET_DESAQ2
AGAM_BATU PALANO,DESA,NDEZNET_DESAQ2
AGAM_BATAGAK,DESA,NDEZNET_DESAQ2
AGAM_SUNGAI PUA,DESA,NDEZNET_DESAQ2
AGAM_BATU TABA,DESA,NDEZNET_DESAQ2
AGAM_PASIA,DESA,NDEZNET_DESAQ2
AGAM_BALAI GURAH,DESA,NDEZNET_DESAQ2
AGAM_AMPANG GADANG,DESA,NDEZNET_DESAQ2
AGAM_BIARO GADANG,DESA,NDEZNET_DESAQ2
AGAM_LAMBAH,DESA,NDEZNET_DESAQ2
AGAM_PANAMPUNG,DESA,NDEZNET_DESAQ2
AGAM_CANDUANG KOTO LAWEH,DESA,NDEZNET_DESAQ2
AGAM_TABEK PANJANG,DESA,NDEZNET_DESAQ2
AGAM_GADUT,DESA,NDEZNET_DESAQ2
AGAM_KAPAU,DESA,NDEZNET_DESAQ2
AGAM_KOTO TANGAH,DESA,NDEZNET_DESAQ2
AGAM_KAMANG MUDIAK,DESA,NDEZNET_DESAQ2
KOTA PARIAMAN_MARUNGGI,DESA,NDEZNET_DESAQ2
KOTA PARIAMAN_SIKABU,DESA,NDEZNET_DESAQ2
KOTA PARIAMAN_BATANG TAJONGKEK,DESA,NDEZNET_DESAQ2
KOTA PARIAMAN_BALAI KURAI TAJI,DESA,NDEZNET_DESAQ2
KOTA PARIAMAN_PAUH KURAI TAJI,DESA,NDEZNET_DESAQ2
KOTA PARIAMAN_SIMPANG,DESA,NDEZNET_DESAQ2
KOTA PARIAMAN_TOBOH PALABAH,DESA,NDEZNET_DESAQ2
KOTA PARIAMAN_RAMBAI,DESA,NDEZNET_DESAQ2
KOTA PARIAMAN_PUNGGUNG LADING,DESA,NDEZNET_DESAQ2
KOTA PARIAMAN_KEL. KARAN AUR,DESA,NDEZNET_DESAQ2
KOTA PARIAMAN_KEL. JALAN BARU,DESA,NDEZNET_DESAQ2
KOTA PARIAMAN_KEL. JALAN KERETA API,DESA,NDEZNET_DESAQ2
KOTA PARIAMAN_CIMPARUH,DESA,NDEZNET_DESAQ2
KOTA PARIAMAN_KEL. ALAI GELOMBANG,DESA,NDEZNET_DESAQ2
KOTA PARIAMAN_KEL. TARATAK,DESA,NDEZNET_DESAQ2
KOTA PARIAMAN_KAMPUNG BARU,DESA,NDEZNET_DESAQ2
KOTA PARIAMAN_KEL. LOHONG,DESA,NDEZNET_DESAQ2
KOTA PARIAMAN_KEL. PASIR,DESA,NDEZNET_DESAQ2
KOTA PARIAMAN_KEL. KAMPUNG PERAK,DESA,NDEZNET_DESAQ2
KOTA PARIAMAN_KEL. PONDOK II,DESA,NDEZNET_DESAQ2
KOTA PARIAMAN_KEL. JAWI JAWI I,DESA,NDEZNET_DESAQ2
KOTA PARIAMAN_KEL. JAWI JAWI II,DESA,NDEZNET_DESAQ2
KOTA PARIAMAN_KEL. KAMPUNG JAWA II,DESA,NDEZNET_DESAQ2
KOTA PARIAMAN_KEL. KAMPUNG JAWA I,DESA,NDEZNET_DESAQ2
KOTA PARIAMAN_KEL. KAMPUNG PONDOK,DESA,NDEZNET_DESAQ2
KOTA PARIAMAN_PAUH BARAT,DESA,NDEZNET_DESAQ2
KOTA PARIAMAN_PAUH TIMUR,DESA,NDEZNET_DESAQ2
KOTA PARIAMAN_RAWANG,DESA,NDEZNET_DESAQ2
KOTA PARIAMAN_KEL. JATI HILIR,DESA,NDEZNET_DESAQ2
KOTA PARIAMAN_JATI MUDIK,DESA,NDEZNET_DESAQ2
KOTA PARIAMAN_KAMPUNG GADANG,DESA,NDEZNET_DESAQ2
KOTA PARIAMAN_BATO,DESA,NDEZNET_DESAQ2
KOTA PARIAMAN_BUNGO TANJUNG,DESA,NDEZNET_DESAQ2
KOTA PARIAMAN_KAMPUNG TANGAH,DESA,NDEZNET_DESAQ2
KOTA PARIAMAN_SUNGAI PASAK,DESA,NDEZNET_DESAQ2
KOTA PARIAMAN_CUBADAK MENTAWAI,DESA,NDEZNET_DESAQ2
KOTA PARIAMAN_KAMPUNG BARU PADUSUNAN,DESA,NDEZNET_DESAQ2
KOTA PARIAMAN_AMPALU,DESA,NDEZNET_DESAQ2
KOTA PARIAMAN_APAR,DESA,NDEZNET_DESAQ2
KOTA PARIAMAN_MANGGUNG,DESA,NDEZNET_DESAQ2
KOTA PARIAMAN_NARAS HILIR,DESA,NDEZNET_DESAQ2
KOTA PARIAMAN_BALAI NARAS,DESA,NDEZNET_DESAQ2
KOTA PARIAMAN_PADANG BIRIK BIRIK,DESA,NDEZNET_DESAQ2
AGAM_KOTO TUO,DESA,NDEZNET_DESAQ2
AGAM_BALINGKA,DESA,NDEZNET_DESAQ2
AGAM_KOTO PANJANG,DESA,NDEZNET_DESAQ2
AGAM_SALO,DESA,NDEZNET_DESAQ2
AGAM_TIKU LIMO JORONG,DESA,NDEZNET_DESAQ2
AGAM_SITANANG,DESA,NDEZNET_DESAQ2
AGAM_LAWANG,DESA,NDEZNET_DESAQ2
AGAM_PASIA LAWEH,DESA,NDEZNET_DESAQ2
AGAM_PADANG TAROK,DESA,NDEZNET_DESAQ2
AGAM_KAMPUNG PINANG,DESA,NDEZNET_DESAQ2
AGAM_SUNGAI BATANG,DESA,NDEZNET_DESAQ2
AGAM_SALAREH AIA,DESA,NDEZNET_DESAQ2
AGAM_KAMPUNG TANGAH,DESA,NDEZNET_DESAQ2
AGAM_BAWAN,DESA,NDEZNET_DESAQ2
AGAM_TIKU SELATAN,DESA,NDEZNET_DESAQ2
AGAM_KOTO BARU,DESA,NDEZNET_DESAQ2
AGAM_MAGEK,DESA,NDEZNET_DESAQ2
AGAM_PADANG LAWEH,DESA,NDEZNET_DESAQ2
AGAM_KOTO TINGGI,DESA,NDEZNET_DESAQ2
AGAM_KOTO MALINTANG,DESA,NDEZNET_DESAQ2
AGAM_MANGGOPOH,DESA,NDEZNET_DESAQ2
AGAM_SIMARASOK,DESA,NDEZNET_DESAQ2
AGAM_LUBUK BASUNG,DESA,NDEZNET_DESAQ2
AGAM_BAYUA,DESA,NDEZNET_DESAQ2
AGAM_DUO KOTO,DESA,NDEZNET_DESAQ2
AGAM_MATUA MUDIAK,DESA,NDEZNET_DESAQ2
AGAM_LASI,DESA,NDEZNET_DESAQ2
AGAM_GERAGAHAN,DESA,NDEZNET_DESAQ2
AGAM_KOTO KACIAK,DESA,NDEZNET_DESAQ2
AGAM_MATUA HILIA,DESA,NDEZNET_DESAQ2
AGAM_SARIAK,DESA,NDEZNET_DESAQ2
AGAM_BUKIK BATABUAH,DESA,NDEZNET_DESAQ2
AGAM_KAMANG HILIA,DESA,NDEZNET_DESAQ2
AGAM_SUNGAI LANDIA,DESA,NDEZNET_DESAQ2
AGAM_PANTA PAUH,DESA,NDEZNET_DESAQ2
AGAM_MALALAK SELATAN,DESA,NDEZNET_DESAQ2
AGAM_MALALAK BARAT,DESA,NDEZNET_DESAQ2
AGAM_MALALAK TIMUR,DESA,NDEZNET_DESAQ2
AGAM_MALALAK UTARA,DESA,NDEZNET_DESAQ2
AGAM_BARINGIN,DESA,NDEZNET_DESAQ2
AGAM_SUNGAI PUAR,DESA,NDEZNET_DESAQ2
AGAM_SIPINANG,DESA,NDEZNET_DESAQ2
AGAM_TIGO KOTO SILUNGKANG,DESA,NDEZNET_DESAQ2
AGAM_KOTO RANTANG,DESA,NDEZNET_DESAQ2
AGAM_PAGADIH,DESA,NDEZNET_DESAQ2
AGAM_NAN TUJUAH,DESA,NDEZNET_DESAQ2
AGAM_SITALANG,DESA,NDEZNET_DESAQ2
AGAM_TANJUNG SANI,DESA,NDEZNET_DESAQ2
AGAM_PARIK PANJANG,DESA,NDEZNET_DESAQ2
AGAM_SUNGAI TANANG,DESA,NDEZNET_DESAQ2
LAMPUNG SELATAN_TALANG BARU,DESA,NDEZNET_DESAQ2
LAMPUNG SELATAN_TANJUNG AGUNG,DESA,NDEZNET_DESAQ2
LAMPUNG SELATAN_KARANG RAJA,DESA,NDEZNET_DESAQ2
LAMPUNG SELATAN_SUKAJAYA,DESA,NDEZNET_DESAQ2
JEMBER_AJUNG,DESA,NDEZNET_DESAQ2
JEMBER_ARJASA,DESA,NDEZNET_DESAQ2
JEMBER_JAMBEARUM,DESA,NDEZNET_DESAQ2
KARANGANYAR_DAYU,DESA,NDEZNET_DESAQ2
KARANGANYAR_JATIKUWUNG,DESA,NDEZNET_DESAQ2
KARANGANYAR_JATIREJO,DESA,NDEZNET_DESAQ2
KLATEN_KARANGANOM,DESA,NDEZNET_DESAQ2
KLATEN_KRANGGAN,DESA,NDEZNET_DESAQ2
KLATEN_TAJI,DESA,NDEZNET_DESAQ2
LAMPUNG SELATAN_SIDOSARI,DESA,NDEZNET_DESAQ2
MAGETAN_BOGEM,DESA,NDEZNET_DESAQ2
PACITAN_WIDORO,DESA,NDEZNET_DESAQ2
PONOROGO_KUNTI,DESA,NDEZNET_DESAQ2
SUKOHARJO_GENTAN,DESA,NDEZNET_DESAQ2
NGAWI_BABADAN,DESA,NDEZNET_DESAQ2
NGAWI_KASREMAN,DESA,NDEZNET_DESAQ2
WONOGIRI_BULUREJO,DESA,NDEZNET_DESAQ2
WONOGIRI_JOHO,DESA,NDEZNET_DESAQ2
WONOGIRI_SIDOREJO,DESA,NDEZNET_DESAQ2
JEMBER_GLAGAHWERO,DESA,NDEZNET_DESAQ2
KARANGANYAR_WONOREJO,DESA,NDEZNET_DESAQ2
KLATEN_DUKUH,DESA,NDEZNET_DESAQ2
KLATEN_GATAK,DESA,NDEZNET_DESAQ2
KLATEN_JETIS,DESA,NDEZNET_DESAQ2
KLATEN_KRAJAN,DESA,NDEZNET_DESAQ2
KLATEN_MLESE,DESA,NDEZNET_DESAQ2
KLATEN_NGEMPLAK,DESA,NDEZNET_DESAQ2
KLATEN_SUKOREJO,DESA,NDEZNET_DESAQ2
LAMPUNG SELATAN_KARANG SARI,DESA,NDEZNET_DESAQ2
LAMPUNG SELATAN_SUKARAJA,DESA,NDEZNET_DESAQ2
MADIUN_BANARAN,DESA,NDEZNET_DESAQ2
MADIUN_REJOSARI,DESA,NDEZNET_DESAQ2
MADIUN_SIDOREJO,DESA,NDEZNET_DESAQ2
MADIUN_TANJUNGREJO,DESA,NDEZNET_DESAQ2
MAGETAN_MANJUNG,DESA,NDEZNET_DESAQ2
MAGETAN_NGUNUT,DESA,NDEZNET_DESAQ2
PACITAN_BANGUNSARI,DESA,NDEZNET_DESAQ2
PACITAN_MANTREN,DESA,NDEZNET_DESAQ2
PONOROGO_JENANGAN,DESA,NDEZNET_DESAQ2
PONOROGO_SEMANDING,DESA,NDEZNET_DESAQ2
PONOROGO_SIDOHARJO,DESA,NDEZNET_DESAQ2
SUKOHARJO_BULU,DESA,NDEZNET_DESAQ2
TRENGGALEK_BESUKI,DESA,NDEZNET_DESAQ2
TRENGGALEK_SAWAHAN,DESA,NDEZNET_DESAQ2
TRENGGALEK_WONOCOYO,DESA,NDEZNET_DESAQ2
WONOGIRI_SENDANG,DESA,NDEZNET_DESAQ2
WONOGIRI_SUGIHAN,DESA,NDEZNET_DESAQ2
JEMBER_SUKOREJO,DESA,NDEZNET_DESAQ2
KARANGANYAR_KARANGBANGUN,DESA,NDEZNET_DESAQ2
LAMPUNG SELATAN_SUKAMAJU,DESA,NDEZNET_DESAQ2
MADIUN_KEBONAGUNG,DESA,NDEZNET_DESAQ2
MADIUN_SIDOMULYO,DESA,NDEZNET_DESAQ2
MAGETAN_DUKUH,DESA,NDEZNET_DESAQ2
MAGETAN_SUKOWIDI,DESA,NDEZNET_DESAQ2
NGAWI_TAMBAKROMO,DESA,NDEZNET_DESAQ2
PACITAN_KLEPU,DESA,NDEZNET_DESAQ2
TRENGGALEK_MASARAN,DESA,NDEZNET_DESAQ2
TRENGGALEK_WATUAGUNG,DESA,NDEZNET_DESAQ2
WONOGIRI_JATIREJO,DESA,NDEZNET_DESAQ2
WONOGIRI_PULE,DESA,NDEZNET_DESAQ2
WONOGIRI_SAMBIREJO,DESA,NDEZNET_DESAQ2
WONOGIRI_SUMBEREJO,DESA,NDEZNET_DESAQ2
JEMBER_PATEMON,DESA,NDEZNET_DESAQ2
KARANGANYAR_KEBAK,DESA,NDEZNET_DESAQ2
KARANGANYAR_PLOSOREJO,DESA,NDEZNET_DESAQ2
KLATEN_BRANGKAL,DESA,NDEZNET_DESAQ2
KLATEN_DUWET,DESA,NDEZNET_DESAQ2
KLATEN_TEGALREJO,DESA,NDEZNET_DESAQ2
NGAWI_BADERAN,DESA,NDEZNET_DESAQ2
NGAWI_DADAPAN,DESA,NDEZNET_DESAQ2
NGAWI_DAWU,DESA,NDEZNET_DESAQ2
NGAWI_DUNGMIRI,DESA,NDEZNET_DESAQ2
NGAWI_GEMARANG,DESA,NDEZNET_DESAQ2
NGAWI_GENDINGAN,DESA,NDEZNET_DESAQ2
NGAWI_HARGOMULYO,DESA,NDEZNET_DESAQ2
NGAWI_JATIPURO,DESA,NDEZNET_DESAQ2
NGAWI_KARANGMALANG,DESA,NDEZNET_DESAQ2
NGAWI_KARANGREJO,DESA,NDEZNET_DESAQ2
NGAWI_KARANGSONO,DESA,NDEZNET_DESAQ2
NGAWI_KAWU,DESA,NDEZNET_DESAQ2
NGAWI_KAYUTREJO,DESA,NDEZNET_DESAQ2
NGAWI_KEL. KARANGTENGAH,DESA,NDEZNET_DESAQ2
NGAWI_KEL. MARGOMULYO,DESA,NDEZNET_DESAQ2
NGAWI_KERASWETAN,DESA,NDEZNET_DESAQ2
NGAWI_KETANGGUNG,DESA,NDEZNET_DESAQ2
NGAWI_KRANDEGAN,DESA,NDEZNET_DESAQ2
NGAWI_KWADUNGAN,DESA,NDEZNET_DESAQ2
NGAWI_LEGOKULON,DESA,NDEZNET_DESAQ2
NGAWI_MANISHARJO,DESA,NDEZNET_DESAQ2
NGAWI_MUNGGUT,DESA,NDEZNET_DESAQ2
NGAWI_NGAWI,DESA,NDEZNET_DESAQ2
NGAWI_NGRAMBE,DESA,NDEZNET_DESAQ2
NGAWI_PACING,DESA,NDEZNET_DESAQ2
NGAWI_PADAS,DESA,NDEZNET_DESAQ2
NGAWI_PARON,DESA,NDEZNET_DESAQ2
NGAWI_PELANGKIDUL,DESA,NDEZNET_DESAQ2
NGAWI_PENGKOL,DESA,NDEZNET_DESAQ2
NGAWI_SIDOLAJU,DESA,NDEZNET_DESAQ2
NGAWI_TEMPURAN,DESA,NDEZNET_DESAQ2
NGAWI_WONOREJO,DESA,NDEZNET_DESAQ2
LAMPUNG SELATAN_SIDOHARJO,DESA,NDEZNET_DESAQ2
LAMPUNG SELATAN_TANJUNG SARI,DESA,NDEZNET_DESAQ2
MAGETAN_BANJAREJO,DESA,NDEZNET_DESAQ2
PACITAN_KETRO,DESA,NDEZNET_DESAQ2
PACITAN_PLOSO,DESA,NDEZNET_DESAQ2
PONOROGO_BARENG,DESA,NDEZNET_DESAQ2
PONOROGO_SERANGAN,DESA,NDEZNET_DESAQ2
PONOROGO_TEMON,DESA,NDEZNET_DESAQ2
PONOROGO_TUGUREJO,DESA,NDEZNET_DESAQ2
SUKOHARJO_GROGOL,DESA,NDEZNET_DESAQ2
TRENGGALEK_KARANGANYAR,DESA,NDEZNET_DESAQ2
TRENGGALEK_SUKOREJO,DESA,NDEZNET_DESAQ2
WONOGIRI_BOTO,DESA,NDEZNET_DESAQ2
WONOGIRI_WONOHARJO,DESA,NDEZNET_DESAQ2
INDRAGIRI HULU_SERESAM,DESA,NDEZNET_DESAQ3
INDRAGIRI HULU_TASIK JUANG,DESA,NDEZNET_DESAQ3
INDRAGIRI HILIR_KEL. PEKAN ARBA,DESA,NDEZNET_DESAQ3
INDRAGIRI HILIR_KEL. TEMBILAHAN HULU,DESA,NDEZNET_DESAQ3
PELALAWAN_KEL. SOREK I,DESA,NDEZNET_DESAQ3
BALANGAN_BANUA HANYAR,DESA,NDEZNET_DESAQ3
TABALONG_LUKBAYUR,DESA,NDEZNET_DESAQ3
HULU SUNGAI UTARA_SUNGAI TURAK,DESA,NDEZNET_DESAQ3
HULU SUNGAI UTARA_TAMBALANG RAYA,DESA,NDEZNET_DESAQ3
HULU SUNGAI TENGAH_BANUA ASAM,DESA,NDEZNET_DESAQ3
HULU SUNGAI TENGAH_BANUA HANYAR,DESA,NDEZNET_DESAQ3
HULU SUNGAI TENGAH_TELUK MESJID,DESA,NDEZNET_DESAQ3
INDRAGIRI HILIR_KEL. MADANI,DESA,NDEZNET_DESAQ3
BALANGAN_MARIAS,DESA,NDEZNET_DESAQ3
BALANGAN_MUARA NINIAN,DESA,NDEZNET_DESAQ3
BALANGAN_BUNGIN,DESA,NDEZNET_DESAQ3
BALANGAN_BARUH BAHINU LUAR,DESA,NDEZNET_DESAQ3
BALANGAN_PANGGUNG,DESA,NDEZNET_DESAQ3
BALANGAN_SUNGAI KETAPI,DESA,NDEZNET_DESAQ3
BALANGAN_KALAHIANG,DESA,NDEZNET_DESAQ3
BALANGAN_PARAN,DESA,NDEZNET_DESAQ3
BALANGAN_LOK BATUNG,DESA,NDEZNET_DESAQ3
BALANGAN_LAMIDA BAWAH,DESA,NDEZNET_DESAQ3
BALANGAN_PUDAK,DESA,NDEZNET_DESAQ3
BALANGAN_BADALUNGGA,DESA,NDEZNET_DESAQ3
BALANGAN_AWAYAN,DESA,NDEZNET_DESAQ3
BALANGAN_AMBAKIANG,DESA,NDEZNET_DESAQ3
BALANGAN_TIMBUN TULANG,DESA,NDEZNET_DESAQ3
BALANGAN_TARIWIN,DESA,NDEZNET_DESAQ3
BALANGAN_JUNGKAL,DESA,NDEZNET_DESAQ3
BALANGAN_KUSAMBI HULU,DESA,NDEZNET_DESAQ3
BALANGAN_MUNDAR,DESA,NDEZNET_DESAQ3
BALANGAN_LAMPIHONG SELATAN,DESA,NDEZNET_DESAQ3
TABALONG_PALAPI,DESA,NDEZNET_DESAQ3
TABALONG_KINARUM,DESA,NDEZNET_DESAQ3
TABALONG_KAMBITIN,DESA,NDEZNET_DESAQ3
TABALONG_BANYU TAJUN,DESA,NDEZNET_DESAQ3
TABALONG_TALAN,DESA,NDEZNET_DESAQ3
TABALONG_PURAI,DESA,NDEZNET_DESAQ3
HULU SUNGAI UTARA_PANAWAKAN,DESA,NDEZNET_DESAQ3
HULU SUNGAI UTARA_SUNGAI BINUANG,DESA,NDEZNET_DESAQ3
HULU SUNGAI UTARA_TAMBAK SARI PANJI,DESA,NDEZNET_DESAQ3
HULU SUNGAI UTARA_JINGAH BUJUR,DESA,NDEZNET_DESAQ3
HULU SUNGAI UTARA_GUNTUNG,DESA,NDEZNET_DESAQ3
HULU SUNGAI UTARA_TABALONG MATI,DESA,NDEZNET_DESAQ3
HULU SUNGAI UTARA_TELAGA BAMBAN,DESA,NDEZNET_DESAQ3
HULU SUNGAI UTARA_PADANG BASAR HILIR,DESA,NDEZNET_DESAQ3
HULU SUNGAI UTARA_HARUSAN,DESA,NDEZNET_DESAQ3
HULU SUNGAI UTARA_BANYU HIRANG,DESA,NDEZNET_DESAQ3
HULU SUNGAI UTARA_CANGKERING,DESA,NDEZNET_DESAQ3
HULU SUNGAI UTARA_TELUK BARU,DESA,NDEZNET_DESAQ3
HULU SUNGAI UTARA_RANTAU BUJUR TENGAH,DESA,NDEZNET_DESAQ3
HULU SUNGAI UTARA_RANTAU BUJUR HULU,DESA,NDEZNET_DESAQ3
HULU SUNGAI UTARA_SUNGAI HAJI,DESA,NDEZNET_DESAQ3
HULU SUNGAI UTARA_NELAYAN,DESA,NDEZNET_DESAQ3
HULU SUNGAI UTARA_SUNGAI PINANG,DESA,NDEZNET_DESAQ3
HULU SUNGAI UTARA_TELUK SINAR,DESA,NDEZNET_DESAQ3
HULU SUNGAI UTARA_RANTAU KARAUTENGAH,DESA,NDEZNET_DESAQ3
HULU SUNGAI UTARA_RANTAU KARAU HULU,DESA,NDEZNET_DESAQ3
HULU SUNGAI UTARA_TAPUS DALAM,DESA,NDEZNET_DESAQ3
