polygon,polygon_type,label
MADIUN_JATISARI,DESA,NDEZNET_DESAQ2
JEMBER_KEL. KRANJINGAN,DESA,NDEZNET_DESAQ2
JEMBER_KEL. MANGLI,DESA,NDEZNET_DESAQ2
JEMBER_TANGGULKULON,DESA,NDEZNET_DESAQ2
TRENGGALEK_KAMULAN,DESA,NDEZNET_DESAQ2
TRENGGALEK_PANGGUL,DESA,NDEZNET_DESAQ2
PONOROGO_POLOREJO,DESA,NDEZNET_DESAQ2
PONOROGO_KEL. JINGGLONG,DESA,NDEZNET_DESAQ2
PONOROGO_CARAT,DESA,NDEZNET_DESAQ2
PONOROGO_NGRAKET,DESA,NDEZNET_DESAQ2
PONOROGO_NGABAR,DESA,NDEZNET_DESAQ2
PONOROGO_NGLONING,DESA,NDEZNET_DESAQ2
KARANGANYAR_WARU,DESA,NDEZNET_DESAQ2
KARANGANYAR_MACANAN,DESA,NDEZNET_DESAQ2
KARANGANYAR_NANGSRI,DESA,NDEZNET_DESAQ2
KARANGANYAR_NGASEM,DESA,NDEZNET_DESAQ2
KARANGANYAR_BRUJUL,DESA,NDEZNET_DESAQ2
KARANGANYAR_GAUM,DESA,NDEZNET_DESAQ2
KARANGANYAR_BURAN,DESA,NDEZNET_DESAQ2
KARANGANYAR_KEL. JUNGKE,DESA,NDEZNET_DESAQ2
KARANGANYAR_MATESIH,DESA,NDEZNET_DESAQ2
KARANGANYAR_SUKOSARI,DESA,NDEZNET_DESAQ2
KLATEN_KEL. BUNTALAN,DESA,NDEZNET_DESAQ2
KLATEN_KEPUTRAN,DESA,NDEZNET_DESAQ2
KLATEN_GEDAREN,DESA,NDEZNET_DESAQ2
KLATEN_PUCANGMILIRAN,DESA,NDEZNET_DESAQ2
KLATEN_JANTI,DESA,NDEZNET_DESAQ2
KLATEN_NGARAN,DESA,NDEZNET_DESAQ2
KLATEN_GLAGAHWANGI,DESA,NDEZNET_DESAQ2
KLATEN_PANDANAN,DESA,NDEZNET_DESAQ2
KLATEN_TANJUNG,DESA,NDEZNET_DESAQ2
KLATEN_TLOGORANDU,DESA,NDEZNET_DESAQ2
KLATEN_SOBAYAN,DESA,NDEZNET_DESAQ2
KLATEN_JATIMULYO,DESA,NDEZNET_DESAQ2
KLATEN_GONDANGAN,DESA,NDEZNET_DESAQ2
KLATEN_BAREPAN,DESA,NDEZNET_DESAQ2
BOYOLALI_MOJO,DESA,NDEZNET_DESAQ2
BOYOLALI_SUMBER,DESA,NDEZNET_DESAQ2
BOYOLALI_SIMO,DESA,NDEZNET_DESAQ2
BOYOLALI_PELEM,DESA,NDEZNET_DESAQ2
BOYOLALI_KETITANG,DESA,NDEZNET_DESAQ2
BOYOLALI_CATUR,DESA,NDEZNET_DESAQ2
BOYOLALI_TANJUNGSARI,DESA,NDEZNET_DESAQ2
BOYOLALI_CANGKRINGAN,DESA,NDEZNET_DESAQ2
BOYOLALI_KUWIRAN,DESA,NDEZNET_DESAQ2
BOYOLALI_JEMBUNGAN,DESA,NDEZNET_DESAQ2
BOYOLALI_JENENGAN,DESA,NDEZNET_DESAQ2
BOYOLALI_GOMBANG,DESA,NDEZNET_DESAQ2
BOYOLALI_TERAS,DESA,NDEZNET_DESAQ2
BOYOLALI_MANGGIS,DESA,NDEZNET_DESAQ2
BOYOLALI_PENGGUNG,DESA,NDEZNET_DESAQ2
BOYOLALI_URUTSEWU,DESA,NDEZNET_DESAQ2
BOYOLALI_TLOGOLELE,DESA,NDEZNET_DESAQ2
BOYOLALI_KLAKAH,DESA,NDEZNET_DESAQ2
BOYOLALI_JRAKAH,DESA,NDEZNET_DESAQ2
BOYOLALI_SUROTELENG,DESA,NDEZNET_DESAQ2
BOYOLALI_TARUBATANG,DESA,NDEZNET_DESAQ2
BOYOLALI_JERUK,DESA,NDEZNET_DESAQ2
BOYOLALI_NGAMPON,DESA,NDEZNET_DESAQ2
BOYOLALI_GONDANGSLAMET,DESA,NDEZNET_DESAQ2
BOYOLALI_NGAGRONG,DESA,NDEZNET_DESAQ2
BOYOLALI_CANDISARI,DESA,NDEZNET_DESAQ2
BOYOLALI_NGARGOLOKA,DESA,NDEZNET_DESAQ2
BOYOLALI_SAMPETAN,DESA,NDEZNET_DESAQ2
BOYOLALI_JLAREM,DESA,NDEZNET_DESAQ2
BOYOLALI_WONODOYO,DESA,NDEZNET_DESAQ2
BOYOLALI_JOMBONG,DESA,NDEZNET_DESAQ2
BOYOLALI_GEDANGAN,DESA,NDEZNET_DESAQ2
BOYOLALI_BAKULAN,DESA,NDEZNET_DESAQ2
BOYOLALI_CANDIGATAK,DESA,NDEZNET_DESAQ2
BOYOLALI_PAGERJURANG,DESA,NDEZNET_DESAQ2
BOYOLALI_CLUNTANG,DESA,NDEZNET_DESAQ2
BOYOLALI_KEMBANGSARI,DESA,NDEZNET_DESAQ2
BOYOLALI_LAMPAR,DESA,NDEZNET_DESAQ2
BOYOLALI_DRAGAN,DESA,NDEZNET_DESAQ2
BOYOLALI_JEMOWO,DESA,NDEZNET_DESAQ2
BOYOLALI_MRIYAN,DESA,NDEZNET_DESAQ2
BOYOLALI_KRASAK,DESA,NDEZNET_DESAQ2
BOYOLALI_TLAWONG,DESA,NDEZNET_DESAQ2
BOYOLALI_JATISARI,DESA,NDEZNET_DESAQ2
BOYOLALI_KEPOH,DESA,NDEZNET_DESAQ2
BOYOLALI_NGAGLIK,DESA,NDEZNET_DESAQ2
BOYOLALI_TROSOBO,DESA,NDEZNET_DESAQ2
BOYOLALI_POJOK,DESA,NDEZNET_DESAQ2
BOYOLALI_PULUTAN,DESA,NDEZNET_DESAQ2
BOYOLALI_WALEN,DESA,NDEZNET_DESAQ2
BOYOLALI_PENTUR,DESA,NDEZNET_DESAQ2
BOYOLALI_TALAKBROTO,DESA,NDEZNET_DESAQ2
BOYOLALI_WATES,DESA,NDEZNET_DESAQ2
BOYOLALI_MANYARAN,DESA,NDEZNET_DESAQ2
BOYOLALI_SEMPULUR,DESA,NDEZNET_DESAQ2
BOYOLALI_KLUMPIT,DESA,NDEZNET_DESAQ2
BOYOLALI_BANTENGAN,DESA,NDEZNET_DESAQ2
BOYOLALI_GROGOLAN,DESA,NDEZNET_DESAQ2
BOYOLALI_MOJOSARI,DESA,NDEZNET_DESAQ2
BOYOLALI_PENGKOL,DESA,NDEZNET_DESAQ2
BOYOLALI_BANGKOK,DESA,NDEZNET_DESAQ2
BOYOLALI_DOLOGAN,DESA,NDEZNET_DESAQ2
BOYOLALI_TANJUNG,DESA,NDEZNET_DESAQ2
BOYOLALI_KALANGAN,DESA,NDEZNET_DESAQ2
BOYOLALI_SANGGE,DESA,NDEZNET_DESAQ2
BOYOLALI_JATEN,DESA,NDEZNET_DESAQ2
BOYOLALI_GONDANGLEGI,DESA,NDEZNET_DESAQ2
BOYOLALI_KARANGGATAK,DESA,NDEZNET_DESAQ2
BOYOLALI_GONDANGRAWE,DESA,NDEZNET_DESAQ2
BOYOLALI_PRANGGONG,DESA,NDEZNET_DESAQ2
BOYOLALI_PAKANG,DESA,NDEZNET_DESAQ2
BOYOLALI_SEMAWUNG,DESA,NDEZNET_DESAQ2
BOYOLALI_KENDEL,DESA,NDEZNET_DESAQ2
BOYOLALI_BAWU,DESA,NDEZNET_DESAQ2
BOYOLALI_SARIMULYO,DESA,NDEZNET_DESAQ2
BOYOLALI_WATUGEDE,DESA,NDEZNET_DESAQ2
BOYOLALI_KEDUNGREJO,DESA,NDEZNET_DESAQ2
BOYOLALI_KEDUNGMULYO,DESA,NDEZNET_DESAQ2
BOYOLALI_WONOHARJO,DESA,NDEZNET_DESAQ2
BOYOLALI_BOLO,DESA,NDEZNET_DESAQ2
BOYOLALI_WONOSEGORO,DESA,NDEZNET_DESAQ2
BOYOLALI_BANDUNG,DESA,NDEZNET_DESAQ2
BOYOLALI_GOSONO,DESA,NDEZNET_DESAQ2
BOYOLALI_BOJONG,DESA,NDEZNET_DESAQ2
BOYOLALI_KAUMAN,DESA,NDEZNET_DESAQ2
BOYOLALI_LEMAHIRENG,DESA,NDEZNET_DESAQ2
BOYOLALI_GUWO,DESA,NDEZNET_DESAQ2
BOYOLALI_KEDUNGPILANG,DESA,NDEZNET_DESAQ2
BOYOLALI_KALINANAS,DESA,NDEZNET_DESAQ2
BOYOLALI_GILIREJO,DESA,NDEZNET_DESAQ2
BOYOLALI_JATILAWANG,DESA,NDEZNET_DESAQ2
BOYOLALI_GARANGAN,DESA,NDEZNET_DESAQ2
BOYOLALI_BERCAK,DESA,NDEZNET_DESAQ2
BOYOLALI_BENGLE,DESA,NDEZNET_DESAQ2
BOYOLALI_GUNUNGSARI,DESA,NDEZNET_DESAQ2
BOYOLALI_KROBOKAN,DESA,NDEZNET_DESAQ2
BOYOLALI_NGAREN,DESA,NDEZNET_DESAQ2
BOYOLALI_KALIMATI,DESA,NDEZNET_DESAQ2
BOYOLALI_KEL. SAMBENG,DESA,NDEZNET_DESAQ2
BOYOLALI_CERME,DESA,NDEZNET_DESAQ2
BOYOLALI_KAYEN,DESA,NDEZNET_DESAQ2
KLATEN_SENGON,DESA,NDEZNET_DESAQ2
KLATEN_KATEKAN,DESA,NDEZNET_DESAQ2
KLATEN_NGANDONG,DESA,NDEZNET_DESAQ2
KLATEN_KRAGILAN,DESA,NDEZNET_DESAQ2
KLATEN_SAWIT,DESA,NDEZNET_DESAQ2
KLATEN_BATURAN,DESA,NDEZNET_DESAQ2
KLATEN_PESU,DESA,NDEZNET_DESAQ2
KLATEN_DENGKENG,DESA,NDEZNET_DESAQ2
KLATEN_TANJUNGAN,DESA,NDEZNET_DESAQ2
KLATEN_PACING,DESA,NDEZNET_DESAQ2
KLATEN_KALIGAYAM,DESA,NDEZNET_DESAQ2
KLATEN_BOGEM,DESA,NDEZNET_DESAQ2
KLATEN_JAMBAKAN,DESA,NDEZNET_DESAQ2
KLATEN_KRIKILAN,DESA,NDEZNET_DESAQ2
KLATEN_KEBON,DESA,NDEZNET_DESAQ2
KLATEN_TAWANGREJO,DESA,NDEZNET_DESAQ2
KLATEN_JOTANGAN,DESA,NDEZNET_DESAQ2
KLATEN_KARANGASEM,DESA,NDEZNET_DESAQ2
KLATEN_BURIKAN,DESA,NDEZNET_DESAQ2
KLATEN_BALAK,DESA,NDEZNET_DESAQ2
KLATEN_BARAN,DESA,NDEZNET_DESAQ2
KLATEN_TIRTOMARTO,DESA,NDEZNET_DESAQ2
KLATEN_JAPANAN,DESA,NDEZNET_DESAQ2
KLATEN_POGUNG,DESA,NDEZNET_DESAQ2
KLATEN_BOGOR,DESA,NDEZNET_DESAQ2
KLATEN_PUNDUNGSARI,DESA,NDEZNET_DESAQ2
KLATEN_MALANGJIWAN,DESA,NDEZNET_DESAQ2
KLATEN_DOMPYONGAN,DESA,NDEZNET_DESAQ2
KLATEN_TASKOMBANG,DESA,NDEZNET_DESAQ2
KLATEN_SUKORINI,DESA,NDEZNET_DESAQ2
KLATEN_KECEMEN,DESA,NDEZNET_DESAQ2
KLATEN_NGEMPLAKSENENG,DESA,NDEZNET_DESAQ2
KLATEN_SAPEN,DESA,NDEZNET_DESAQ2
KLATEN_KEPURUN,DESA,NDEZNET_DESAQ2
KLATEN_BLIMBING,DESA,NDEZNET_DESAQ2
KLATEN_GEMAMPIR,DESA,NDEZNET_DESAQ2
KLATEN_LOGEDE,DESA,NDEZNET_DESAQ2
KLATEN_JIWAN,DESA,NDEZNET_DESAQ2
KLATEN_MANJUNGAN,DESA,NDEZNET_DESAQ2
KLATEN_JAMBUKIDUL,DESA,NDEZNET_DESAQ2
KLATEN_LEMAHIRENG,DESA,NDEZNET_DESAQ2
KLATEN_BULUSAN,DESA,NDEZNET_DESAQ2
KLATEN_TUMPUKAN,DESA,NDEZNET_DESAQ2
KLATEN_KARANGJOHO,DESA,NDEZNET_DESAQ2
KLATEN_RINGINPUTIH,DESA,NDEZNET_DESAQ2
KLATEN_DEMANGAN,DESA,NDEZNET_DESAQ2
KLATEN_TEGALAMPEL,DESA,NDEZNET_DESAQ2
KLATEN_KARANGWUNGU,DESA,NDEZNET_DESAQ2
KLATEN_NGREDEN,DESA,NDEZNET_DESAQ2
KLATEN_JELOBO,DESA,NDEZNET_DESAQ2
KLATEN_SIDOWARNO,DESA,NDEZNET_DESAQ2
KLATEN_BENER,DESA,NDEZNET_DESAQ2
KLATEN_SIDOMULYO,DESA,NDEZNET_DESAQ2
KLATEN_SOROPATEN,DESA,NDEZNET_DESAQ2
KLATEN_GEMPOL,DESA,NDEZNET_DESAQ2
KLATEN_MUNDU,DESA,NDEZNET_DESAQ2
KLATEN_SEDAYU,DESA,NDEZNET_DESAQ2
KLATEN_KIRINGAN,DESA,NDEZNET_DESAQ2
KLATEN_BETENG,DESA,NDEZNET_DESAQ2
KLATEN_CAWAN,DESA,NDEZNET_DESAQ2
KLATEN_TEMUIRENG,DESA,NDEZNET_DESAQ2
KLATEN_BANDUNGAN,DESA,NDEZNET_DESAQ2
KLATEN_BAWUKAN,DESA,NDEZNET_DESAQ2
KLATEN_PANGGANG,DESA,NDEZNET_DESAQ2
KLATEN_TALUN,DESA,NDEZNET_DESAQ2
KLATEN_KENDALSARI,DESA,NDEZNET_DESAQ2
KLATEN_TANGKIL,DESA,NDEZNET_DESAQ2
KLATEN_BUMIHARJO,DESA,NDEZNET_DESAQ2
KLATEN_SIDOREJO,DESA,NDEZNET_DESAQ2
KLATEN_BALERANTE,DESA,NDEZNET_DESAQ2
KLATEN_TEGALMULYO,DESA,NDEZNET_DESAQ2
SUKOHARJO_SANGGANG,DESA,NDEZNET_DESAQ2
SUKOHARJO_MANISHARJO,DESA,NDEZNET_DESAQ2
WONOGIRI_SUMBERAGUNG,DESA,NDEZNET_DESAQ2
WONOGIRI_PETIRSARI,DESA,NDEZNET_DESAQ2
WONOGIRI_GAMBIRMANIS,DESA,NDEZNET_DESAQ2
WONOGIRI_JIMBAR,DESA,NDEZNET_DESAQ2
WONOGIRI_KEL. GEDONG,DESA,NDEZNET_DESAQ2
WONOGIRI_GEBANGHARJO,DESA,NDEZNET_DESAQ2
WONOGIRI_BANARAN,DESA,NDEZNET_DESAQ2
WONOGIRI_LEBAK,DESA,NDEZNET_DESAQ2
WONOGIRI_GLINGGANG,DESA,NDEZNET_DESAQ2
WONOGIRI_WONODADI,DESA,NDEZNET_DESAQ2
WONOGIRI_GUDANGHARJO,DESA,NDEZNET_DESAQ2
WONOGIRI_GUNTURHARJO,DESA,NDEZNET_DESAQ2
WONOGIRI_GENDAYAKAN,DESA,NDEZNET_DESAQ2
WONOGIRI_SAMBIHARJO,DESA,NDEZNET_DESAQ2
WONOGIRI_SONGBLEDEG,DESA,NDEZNET_DESAQ2
WONOGIRI_NGARGOHARJO,DESA,NDEZNET_DESAQ2
WONOGIRI_TLOGOSARI,DESA,NDEZNET_DESAQ2
WONOGIRI_TLOGOHARJO,DESA,NDEZNET_DESAQ2
WONOGIRI_KEL. BAYEMHARJO,DESA,NDEZNET_DESAQ2
WONOGIRI_TIRTOSUWORO,DESA,NDEZNET_DESAQ2
WONOGIRI_KEL. GIRIKIKIS,DESA,NDEZNET_DESAQ2
WONOGIRI_GEDONGREJO,DESA,NDEZNET_DESAQ2
WONOGIRI_PIDEKSO,DESA,NDEZNET_DESAQ2
WONOGIRI_TUKULREJO,DESA,NDEZNET_DESAQ2
WONOGIRI_BUMIHARJO,DESA,NDEZNET_DESAQ2
WONOGIRI_SELOMARTO,DESA,NDEZNET_DESAQ2
WONOGIRI_PLATAREJO,DESA,NDEZNET_DESAQ2
WONOGIRI_TAWANGHARJO,DESA,NDEZNET_DESAQ2
WONOGIRI_KEL. SELOPURO,DESA,NDEZNET_DESAQ2
WONOGIRI_SENDANGSARI,DESA,NDEZNET_DESAQ2
WONOGIRI_RONGGOJATI,DESA,NDEZNET_DESAQ2
WONOGIRI_KUDI,DESA,NDEZNET_DESAQ2
WONOGIRI_JEBLOGAN,DESA,NDEZNET_DESAQ2
WONOGIRI_NGAMBARSARI,DESA,NDEZNET_DESAQ2
WONOGIRI_KARANGTENGAH,DESA,NDEZNET_DESAQ2
WONOGIRI_PURWOHARJO,DESA,NDEZNET_DESAQ2
WONOGIRI_TEMBORO,DESA,NDEZNET_DESAQ2
WONOGIRI_HARGOSARI,DESA,NDEZNET_DESAQ2
WONOGIRI_DLEPIH,DESA,NDEZNET_DESAQ2
WONOGIRI_WIROKO,DESA,NDEZNET_DESAQ2
WONOGIRI_SUKOHARJO,DESA,NDEZNET_DESAQ2
WONOGIRI_HARGOREJO,DESA,NDEZNET_DESAQ2
WONOGIRI_GENENGHARJO,DESA,NDEZNET_DESAQ2
WONOGIRI_GIRIREJO,DESA,NDEZNET_DESAQ2
WONOGIRI_SENDANGMULYO,DESA,NDEZNET_DESAQ2
WONOGIRI_SEMIN,DESA,NDEZNET_DESAQ2
WONOGIRI_GEBANG,DESA,NDEZNET_DESAQ2
WONOGIRI_NGADIPIRO,DESA,NDEZNET_DESAQ2
WONOGIRI_BASUHAN,DESA,NDEZNET_DESAQ2
WONOGIRI_PUCUNG,DESA,NDEZNET_DESAQ2
WONOGIRI_SINDUKARTO,DESA,NDEZNET_DESAQ2
WONOGIRI_BALEHARJO,DESA,NDEZNET_DESAQ2
WONOGIRI_TEGALHARJO,DESA,NDEZNET_DESAQ2
WONOGIRI_PASEKAN,DESA,NDEZNET_DESAQ2
WONOGIRI_NGANDONG,DESA,NDEZNET_DESAQ2
WONOGIRI_TEMPURHARJO,DESA,NDEZNET_DESAQ2
WONOGIRI_GEMAWANG,DESA,NDEZNET_DESAQ2
WONOGIRI_SEMBUKAN,DESA,NDEZNET_DESAQ2
WONOGIRI_WIDORO,DESA,NDEZNET_DESAQ2
WONOGIRI_PINGKUK,DESA,NDEZNET_DESAQ2
WONOGIRI_NGELO,DESA,NDEZNET_DESAQ2
WONOGIRI_BRENGGOLO,DESA,NDEZNET_DESAQ2
WONOGIRI_GUNO,DESA,NDEZNET_DESAQ2
WONOGIRI_PENGKOL,DESA,NDEZNET_DESAQ2
WONOGIRI_PESIDO,DESA,NDEZNET_DESAQ2
WONOGIRI_MOJOPURO,DESA,NDEZNET_DESAQ2
WONOGIRI_DUREN,DESA,NDEZNET_DESAQ2
WONOGIRI_BUGELAN,DESA,NDEZNET_DESAQ2
WONOGIRI_PLOSOREJO,DESA,NDEZNET_DESAQ2
WONOGIRI_LEMAHBANG,DESA,NDEZNET_DESAQ2
WONOGIRI_KEL. GESING,DESA,NDEZNET_DESAQ2
WONOGIRI_KEPYAR,DESA,NDEZNET_DESAQ2
WONOGIRI_SUKOMANGU,DESA,NDEZNET_DESAQ2
WONOGIRI_TALESAN,DESA,NDEZNET_DESAQ2
WONOGIRI_KENTENG,DESA,NDEZNET_DESAQ2
WONOGIRI_BAKALAN,DESA,NDEZNET_DESAQ2
WONOGIRI_NADI,DESA,NDEZNET_DESAQ2
WONOGIRI_KRANDEGAN,DESA,NDEZNET_DESAQ2
WONOGIRI_TANJUNG,DESA,NDEZNET_DESAQ2
WONOGIRI_CONTO,DESA,NDEZNET_DESAQ2
WONOGIRI_GENENG,DESA,NDEZNET_DESAQ2
WONOGIRI_NGUNENG,DESA,NDEZNET_DESAQ2
WONOGIRI_SUKOREJO,DESA,NDEZNET_DESAQ2
WONOGIRI_TENGGER,DESA,NDEZNET_DESAQ2
WONOGIRI_GOLO,DESA,NDEZNET_DESAQ2
WONOGIRI_PADARANGIN,DESA,NDEZNET_DESAQ2
WONOGIRI_WATUSOMO,DESA,NDEZNET_DESAQ2
WONOGIRI_MADE,DESA,NDEZNET_DESAQ2
WONOGIRI_RANDUSARI,DESA,NDEZNET_DESAQ2
WONOGIRI_KEL. KARANG,DESA,NDEZNET_DESAQ2
WONOGIRI_SOKOBOYO,DESA,NDEZNET_DESAQ2
WONOGIRI_SETREN,DESA,NDEZNET_DESAQ2
WONOGIRI_TASIKHARGO,DESA,NDEZNET_DESAQ2
WONOGIRI_REJOSARI,DESA,NDEZNET_DESAQ2
WONOGIRI_GONDANGSARI,DESA,NDEZNET_DESAQ2
WONOGIRI_GIRIYOSO,DESA,NDEZNET_DESAQ2
WONOGIRI_KOPEN,DESA,NDEZNET_DESAQ2
WONOGIRI_TAWANGREJO,DESA,NDEZNET_DESAQ2
WONOGIRI_SLOGORETNO,DESA,NDEZNET_DESAQ2
WONOGIRI_KEMBANG,DESA,NDEZNET_DESAQ2
WONOGIRI_GIRIMULYO,DESA,NDEZNET_DESAQ2
WONOGIRI_MANGUNHARJO,DESA,NDEZNET_DESAQ2
WONOGIRI_WALENG,DESA,NDEZNET_DESAQ2
WONOGIRI_DOHO,DESA,NDEZNET_DESAQ2
WONOGIRI_NUNGKULAN,DESA,NDEZNET_DESAQ2
WONOGIRI_KEL. GEMAWANG,DESA,NDEZNET_DESAQ2
WONOGIRI_SEMAGAR,DESA,NDEZNET_DESAQ2
WONOGIRI_BUBAKAN,DESA,NDEZNET_DESAQ2
KARANGANYAR_JATISOBO,DESA,NDEZNET_DESAQ2
KARANGANYAR_JATIWARNO,DESA,NDEZNET_DESAQ2
KARANGANYAR_JATIMULYO,DESA,NDEZNET_DESAQ2
KARANGANYAR_JATISUKO,DESA,NDEZNET_DESAQ2
KARANGANYAR_JATIROYO,DESA,NDEZNET_DESAQ2
KARANGANYAR_PETUNG,DESA,NDEZNET_DESAQ2
KARANGANYAR_WONOKELING,DESA,NDEZNET_DESAQ2
KARANGANYAR_BERUK,DESA,NDEZNET_DESAQ2
KARANGANYAR_KARANGSARI,DESA,NDEZNET_DESAQ2
KARANGANYAR_WUKIRSAWIT,DESA,NDEZNET_DESAQ2
KARANGANYAR_PASEBAN,DESA,NDEZNET_DESAQ2
KARANGANYAR_LEMAHBANG,DESA,NDEZNET_DESAQ2
KARANGANYAR_KADIPIRO,DESA,NDEZNET_DESAQ2
KARANGANYAR_JUMANTORO,DESA,NDEZNET_DESAQ2
KARANGANYAR_KEDAWUNG,DESA,NDEZNET_DESAQ2
KARANGANYAR_BAKALAN,DESA,NDEZNET_DESAQ2
KARANGANYAR_GEMANTAR,DESA,NDEZNET_DESAQ2
KARANGANYAR_TUGU,DESA,NDEZNET_DESAQ2
KARANGANYAR_BLORONG,DESA,NDEZNET_DESAQ2
KARANGANYAR_SRINGIN,DESA,NDEZNET_DESAQ2
KARANGANYAR_GIRILAYU,DESA,NDEZNET_DESAQ2
KARANGANYAR_GANTIWARNO,DESA,NDEZNET_DESAQ2
KARANGANYAR_DUKUH,DESA,NDEZNET_DESAQ2
KARANGANYAR_TOHKUNING,DESA,NDEZNET_DESAQ2
KARANGANYAR_GONDANGMANIS,DESA,NDEZNET_DESAQ2
KARANGANYAR_KALIJIRAK,DESA,NDEZNET_DESAQ2
KARANGANYAR_BANJARHARJO,DESA,NDEZNET_DESAQ2
KARANGANYAR_NGADIREJO,DESA,NDEZNET_DESAQ2
KARANGANYAR_MOJOROTO,DESA,NDEZNET_DESAQ2
KARANGANYAR_BUNTAR,DESA,NDEZNET_DESAQ2
KARANGANYAR_GEBYOG,DESA,NDEZNET_DESAQ2
KARANGANYAR_GENTUNGAN,DESA,NDEZNET_DESAQ2
KARANGANYAR_TAMANSARI,DESA,NDEZNET_DESAQ2
KARANGANYAR_GANTEN,DESA,NDEZNET_DESAQ2
KARANGANYAR_TAWANGSARI,DESA,NDEZNET_DESAQ2
KARANGANYAR_ANGGRASMANIS,DESA,NDEZNET_DESAQ2
KARANGANYAR_SIDOMUKTI,DESA,NDEZNET_DESAQ2
KARANGANYAR_LEMPONG,DESA,NDEZNET_DESAQ2
PACITAN_SAWAHAN,DESA,NDEZNET_DESAQ2
PACITAN_GEDOMPOL,DESA,NDEZNET_DESAQ2
PACITAN_CEMENG,DESA,NDEZNET_DESAQ2
PACITAN_MENDOLO LOR,DESA,NDEZNET_DESAQ2
PACITAN_GONDOSARI,DESA,NDEZNET_DESAQ2
PACITAN_TINATAR,DESA,NDEZNET_DESAQ2
PACITAN_KEBONSARI,DESA,NDEZNET_DESAQ2
PACITAN_SUGIHWARAS,DESA,NDEZNET_DESAQ2
PACITAN_JLUBANG,DESA,NDEZNET_DESAQ2
PACITAN_POKO,DESA,NDEZNET_DESAQ2
PACITAN_DADAPAN,DESA,NDEZNET_DESAQ2
PACITAN_SOBO,DESA,NDEZNET_DESAQ2
PACITAN_PELEM,DESA,NDEZNET_DESAQ2
PACITAN_TAMANASRI,DESA,NDEZNET_DESAQ2
PACITAN_PLUMBUNGAN,DESA,NDEZNET_DESAQ2
PACITAN_KARANGNONGKO,DESA,NDEZNET_DESAQ2
PACITAN_KALIPELUS,DESA,NDEZNET_DESAQ2
PACITAN_KATIPUGAL,DESA,NDEZNET_DESAQ2
PACITAN_WORAWARI,DESA,NDEZNET_DESAQ2
PACITAN_GEMBUK,DESA,NDEZNET_DESAQ2
PACITAN_SANGGRAHAN,DESA,NDEZNET_DESAQ2
PACITAN_PUNJUNG,DESA,NDEZNET_DESAQ2
PACITAN_JETISKIDUL,DESA,NDEZNET_DESAQ2
PACITAN_GONDANG,DESA,NDEZNET_DESAQ2
PACITAN_TOKAWI,DESA,NDEZNET_DESAQ2
PACITAN_NGUNUT,DESA,NDEZNET_DESAQ2
PACITAN_KLEDUNG,DESA,NDEZNET_DESAQ2
PACITAN_TUMPUK,DESA,NDEZNET_DESAQ2
PACITAN_WATUPATOK,DESA,NDEZNET_DESAQ2
PACITAN_NGRECO,DESA,NDEZNET_DESAQ2
PACITAN_KASIHAN,DESA,NDEZNET_DESAQ2
PACITAN_TAHUNAN,DESA,NDEZNET_DESAQ2
PACITAN_KLUWIH,DESA,NDEZNET_DESAQ2
PACITAN_KALIKUNING,DESA,NDEZNET_DESAQ2
PACITAN_GASANG,DESA,NDEZNET_DESAQ2
PACITAN_NGILE,DESA,NDEZNET_DESAQ2
PACITAN_BUBAKAN,DESA,NDEZNET_DESAQ2
PACITAN_NGUMBUL,DESA,NDEZNET_DESAQ2
PACITAN_WONOSIDI,DESA,NDEZNET_DESAQ2
PACITAN_WONODADI KULON,DESA,NDEZNET_DESAQ2
PACITAN_WONODADI WETAN,DESA,NDEZNET_DESAQ2
PACITAN_WONOKARTO,DESA,NDEZNET_DESAQ2
PACITAN_WONOSOBO,DESA,NDEZNET_DESAQ2
PACITAN_WONOASRI,DESA,NDEZNET_DESAQ2
PACITAN_SUDIMORO,DESA,NDEZNET_DESAQ2
PACITAN_KETANGGUNG,DESA,NDEZNET_DESAQ2
PACITAN_SEMBOWO,DESA,NDEZNET_DESAQ2
PACITAN_KARANGMULYO,DESA,NDEZNET_DESAQ2
PONOROGO_BAOSAN KIDUL,DESA,NDEZNET_DESAQ2
PONOROGO_WONODADI,DESA,NDEZNET_DESAQ2
PONOROGO_SENDANG,DESA,NDEZNET_DESAQ2
PONOROGO_MRAYAN,DESA,NDEZNET_DESAQ2
PONOROGO_BINADE,DESA,NDEZNET_DESAQ2
PONOROGO_CEPOKO,DESA,NDEZNET_DESAQ2
PONOROGO_GEDANGAN,DESA,NDEZNET_DESAQ2
PONOROGO_SENEPO,DESA,NDEZNET_DESAQ2
PONOROGO_NGILO-ILO,DESA,NDEZNET_DESAQ2
PONOROGO_KORIPAN,DESA,NDEZNET_DESAQ2
PONOROGO_MUNGGU,DESA,NDEZNET_DESAQ2
PONOROGO_KWAJON,DESA,NDEZNET_DESAQ2
PONOROGO_GAJAH,DESA,NDEZNET_DESAQ2
PONOROGO_NGLEWAN,DESA,NDEZNET_DESAQ2
PONOROGO_JRAKAH,DESA,NDEZNET_DESAQ2
PONOROGO_TUMPUK,DESA,NDEZNET_DESAQ2
PONOROGO_TUMPAK PELEM,DESA,NDEZNET_DESAQ2
PONOROGO_TEMPURAN,DESA,NDEZNET_DESAQ2
